codigo;region;nombre_comuna;poblacion;pobreza_n;pobreza_p;limite_inferior;limite_superior
1101;Tarapacá;Iquique;229674;4,19665662413712e+04;0,18272232051242729;0,16242928776737409;0,2030153532574805
1107;Tarapacá;Alto Hospicio;138527;4,51624429812612e+04;0,32601906474016751;0,29477553704241211;0,3572625924379229
1401;Tarapacá;Pozo Almonte;18290;4,56339531276156e+03;0,24950220408756496;0,19933353766566808;0,2996708705094618
1402;Tarapacá;Camiña;1380;3,07626999011738e+02;0,22291811522589719;0,13776553311107659;0,3080706973407177
1403;Tarapacá;Colchane;1575;4,72752771580576e+02;0,30016048989242888;0,18749466702515810;0,4128263127596998
1404;Tarapacá;Huara;3072;1,18471901872103e+03;0,38565072223991859;0,31869292690410223;0,4526085175757349
1405;Tarapacá;Pica;6184;1,04026724287233e+03;0,16821915311648367;0,11949380395538590;0,2169445022775814
2101;Antofagasta;Antofagasta;438942;7,31028869714145e+04;0,16654338607700911;0,14085238440102041;0,1922343877529977
2102;Antofagasta;Mejillones;15502;3,07776116375490e+03;0,19853961835601217;0,12653791352591079;0,2705413231861137
2103;Antofagasta;Sierra Gorda;1790;2,94946135429673e+02;0,16477437733501299;0,07427177022234174;0,2552769844476843
2104;Antofagasta;Taltal;13892;2,93774896184310e+03;0,21147055584819341;0,13999165610666767;0,2829494555897191
2201;Antofagasta;Calama;194772;3,26678064115328e+04;0,16772331963286741;0,14059288077036461;0,1948537584953702
2202;Antofagasta;Ollagüe;277;4,45549254121067e+01;0,16084810618089049;0,07213070832033440;0,2495655040414466
2203;Antofagasta;San Pedro De Atacama;10862;2,43954272127196e+03;0,22459424795359650;0,17905083052750140;0,2701376653796916
2301;Antofagasta;Tocopilla;28296;5,80512653966776e+03;0,20515714375416161;0,14918763483703820;0,2611266526712849
2302;Antofagasta;María Elena;6647;1,00864049874652e+03;0,15174371878238541;0,07719200219157486;0,2262954353731959
3101;Atacama;Copiapó;174693;3,46336354608386e+04;0,19825428300411921;0,17999186757021701;0,2165166984380213
3102;Atacama;Caldera;19782;3,88983191716773e+03;0,19663491644766609;0,15267671165864069;0,2405931212366915
3103;Atacama;Tierra Amarilla;14407;4,97196445373602e+03;0,34510754867328558;0,29850895457991566;0,3917061427666555
3201;Atacama;Chañaral;13094;2,98462764957803e+03;0,22793857106904150;0,18214544586605441;0,2737316962720285
3202;Atacama;Diego De Almagro;14082;2,66671142099742e+03;0,18937021878976110;0,14432160592940690;0,2344188316501153
