cut_comuna;comuna;ytotcor;yoprcor;ytrabajocor;y2803;y0101;ytot;dau;qaut;dautr;qautr;edad;esc
13301;Colina;216667;500000,0;502500,0;198000;500000;200000,0;5;3;4;2;33,3934032967837;11,55874538490735
13302;Lampa;180000;450000,0;480000,0;200000;480000;140000,0;4;2;4;2;34,1880975666720;10,89962950155609
13303;Tiltil;193917;400000,0;392000,0;235000;400000;193917,0;3;2;2;1;43,5427369753980;9,55063222738571
13401;San Bernardo;199917;500000,0;508333,0;205000;550000;193917,0;5;3;4;2;35,5287731043516;11,61984892425980
13402;Buin;165000;500000,0;560000,0;150000;600000;113408,0;5;3;4;2;32,5837803009195;12,41277612636242
13403;Calera de Tango;233935;450000,0;480000,0;220000;450000;233333,0;4;2;3;2;42,5687537952905;10,24268203085728
13404;Paine;193935;420000,0;450000,0;220000;450000;193917,0;5;3;4;2;36,5878322764633;10,89190139297799
13501;Melipilla;203917;450000,0;480000,0;240000;460000;200000,0;4;2;4;2;38,8158810697703;10,95887124414486
13502;Alhué;150000;550000,0;600000,0;156000;600000;136586,0;5;3;4;2;37,1666450019498;9,91530486733439
13503;Curacaví;203945;450000,0;460000,0;195000;450000;203945,0;4;2;3;2;41,3172765415051;10,91139198513801
13504;María Pinto;193917;400000,0;400000,0;193000;400000;193917,0;3;2;3;2;43,3706952566602;9,46843776624584
13505;San Pedro;198310;400000,0;400000,0;190000;400000;198084,0;3;2;3;2;44,6040535062829;8,73944767710354
13601;Talagante;200000;450000,0;453333,0;280000;450000;199778,0;4;2;4;2;37,4304642844411;11,51954302232610
13602;El Monte;203917;460000,0;450000,0;180000;500000;200000,0;3;2;3;2;37,1612388867414;10,75927400095526
13603;Isla de Maipo;210000;480000,0;460000,0;200000;500000;209095,0;5;3;4;2;37,7194502611500;10,07175024342746
13604;Padre Hurtado;300000;500000,0;590000,0;193000;520000;280000,0;6;3;5;3;36,2665212760562;11,37208218071053
13605;Peñaflor;200000;600000,0;595833,0;186000;654000;160000,0;5;3;4;2;37,4888719075365;11,96518097371529
1401;Pozo Almonte;209269;420000,0;450000,0;195000;470000;207000,0;4;2;4;2;36,4548586427517;10,45135135135135
1402;Camiña;199778;300000,0;300000,0;150000;700000;199778,0;3;2;4;2;36,8741865509761;9,34502369668246
1403;Colchane;193917;300000,0;300000,0;NA;450000;193917,0;3;2;3;2;40,2731305449937;7,20465890183028
1404;Huara;248089;405000,0;450000,0;250000;480000;248089,0;4;2;4;2;42,4479065238559;9,36472404477036
1405;Pica;199778;410000,0;430000,0;270000;500000;199778,0;4;2;4;2;36,4750809061489;11,24152277928022
14101;Valdivia;250000;500000,0;504167,0;300000;500000;240000,0;5;3;6;3;39,0053990101815;12,26391580149713
14102;Corral;214171;400000,0;395000,0;193000;450000;214171,0;5;3;5;3;42,0896539027982;10,05677816901408
14103;Lanco;214171;400000,0;382917,0;350000;420000;212726,0;4;2;5;3;41,0415642458101;10,23066240799889
14104;Los Lagos;209778;430000,0;450000,0;205000;460000;207171,0;4;2;5;3;41,9749585891065;9,00425085890642
14105;Máfil;193935;400000,0;400000,0;250000;430000;188333,0;3;2;4;2;39,5932845924722;10,18843404808317
14106;Mariquina;199778;400000,0;408500,0;233000;400000;199778,0;4;2;4;2;36,9795470838780;10,11339092872570
14107;Paillaco;193935;400000,0;400000,0;220000;400000;193935,0;3;2;4;2;37,7480850248947;9,80196721311475
14108;Panguipulli;200000;400000,0;400000,0;203000;400000;199778,0;3;2;4;2;39,7745341958313;9,70266479663394
14201;La Unión;199778;400000,0;430000,0;240000;450000;199778,0;3;2;4;2;38,9989913253984;10,36192703461179
14202;Futrono;193935;400000,0;417333,0;300000;400000;193935,0;4;2;4;2;37,7937643583853;9,89829116003943
14203;Lago Ranco;200000;400000,0;350000,0;151000;400000;200000,0;3;2;3;2;40,7252405481582;9,02327848872639
14204;Río Bueno;215221;400000,0;400000,0;220000;400000;215120,0;4;2;5;3;40,4992109256449;10,05155659858458
15101;Arica;200000;450000,0;474167,0;230000;500000;193917,0;4;2;5;3;36,5629632838901;12,04043548202342
15102;Camarones;150081;400000,0;400000,0;300000;400000;150081,0;3;2;3;2;37,1033091202583;10,43555555555556
15201;Putre;205917;340000,0;350000,0;240000;560000;200080,0;3;2;3;2;38,7886669763121;9,45476624165149
15202;General Lagos;50000;300000,0;300000,0;260000;650000;50000,0;2;1;2;1;40,2087087087087;10,56537102473498
16101;Chillán;203917;420000,0;450000,0;300000;450000;199796,0;4;2;6;3;39,9134585405686;11,54018645701729
16102;Bulnes;196917;400000,0;400000,0;343000;400000;193935,0;3;2;4;2;39,5087819694502;10,35100558356372
16103;Chillán Viejo;199070;410000,0;420000,0;180000;410000;193935,0;4;2;5;3;39,4253742022266;10,92433407619654
16104;El Carmen;208667;380000,0;359250,0;192000;400000;207952,0;4;2;5;3;42,9309360730594;8,98070486316204
16105;Pemuco;193935;400000,0;400000,0;390000;400000;193917,0;3;2;4;2;43,3020579002442;8,93431060710828
16106;Pinto;204000;400000,0;400000,0;230000;400000;200000,0;4;2;6;3;40,6795126802586;10,45905341712490
16107;Quillón;178861;400000,0;400000,0;193000;400000;166667,0;3;2;4;2;43,4955733668605;10,70314726071752
16108;San Ignacio;199778;370000,0;370000,0;190000;400000;195000,0;3;2;5;3;44,6134681350424;9,18909066360629
16109;Yungay;199778;400000,0;400000,0;210000;400000;193935,0;3;2;5;3;42,3622190186342;10,28462826955289
16201;Quirihue;212244;400000,0;426923,0;200000;419000;212057,0;4;2;5;3;43,2488754396009;9,18891977379469
16202;Cobquecura;204750;400000,0;417500,0;195000;480000;204750,0;3;2;4;2;49,6902132520944;9,16556714194510
16203;Coelemu;193917;450000,0;450000,0;368000;450000;192680,0;3;2;4;2;41,0690369143398;9,96029649200059
16204;Ninhue;214171;400000,0;400000,0;395000;450000;214171,0;3;2;5;3;42,2012637056309;9,57207207207207
16205;Portezuelo;200000;420000,0;420000,0;178000;420000;199778,0;4;2;5;3;47,0998159132747;9,91300323924109
16206;Ranquil;193917;400000,0;380000,0;185000;400000;193917,0;3;2;4;2;46,2583929992045;9,60011217049916
16207;Treguaco;193917;450000,0;450000,0;280000;450000;193000,0;3;2;4;2;42,8218320876065;9,05345528455284
16301;San Carlos;199778;400000,0;400000,0;220000;400000;193935,0;3;2;4;2;41,5282839486611;10,11292280643001
16302;Coihueco;198861;380000,0;370000,0;180000;400000;190861,0;3;2;5;3;41,1525623677180;8,93528580084831
16303;Ñiquén;193935;400000,0;400000,0;270000;380000;193917,0;2;1;4;2;46,0438550875368;8,60181910055584
16304;San Fabián;207736;400000,0;436886,0;200000;400000;200000,0;3;2;4;2;46,9871226514672;9,51246819338422
16305;San Nicolás;193935;400000,0;400000,0;178000;400000;193917,0;3;2;4;2;41,1244843484591;9,85827775598274
2101;Antofagasta;230000;600000,0;600000,0;250000;650000;200000,0;6;3;5;3;36,0400801009691;12,23784367189275
2102;Mejillones;193917;500000,0;620000,0;320000;600000;193917,0;5;3;4;2;32,6750112910510;11,64061315589994
2103;Sierra Gorda;230000;600000,0;600000,0;150000;600000;230000,0;6;3;6;3;36,3892617449664;11,00000000000000
2104;Taltal;193917;500000,0;500000,0;350000;600000;193917,0;5;3;4;2;37,0969343696028;10,48068064303845
2201;Calama;200000;600000,0;608750,0;200000;600000;170000,0;5;3;5;3;35,1675840256313;11,83721203957392
2203;San Pedro de Atacama;240000;500000,0;500000,0;400000;500000;195000,0;5;3;4;2;34,2815408718090;11,48328805952521
2301;Tocopilla;140000;431586,0;432363,0;213000;600000;27736,0;4;2;3;2;38,3155904287280;10,71943905450697
2302;María Elena;360000;530000,0;600000,0;130000;550000;299000,0;6;3;6;3;37,0279447115385;11,87495327102804
3101;Copiapó;200000;516000,0;562500,0;220000;600000;195000,0;5;3;5;3;35,3744654541707;11,86956108266276
3102;Caldera;269000;467000,0;500000,0;265000;520000;260000,0;5;3;5;3;40,5144821311227;11,18698939153762
3103;Tierra Amarilla;177179;500000,0;501667,0;220000;520000;127736,0;4;2;4;2;34,6999236800111;10,19695852534562
3201;Chañaral;193917;500000,0;500000,0;280000;560000;193917,0;4;2;4;2;39,0902984505000;11,01739634676718
3202;Diego de Almagro;203917;600000,0;600000,0;265000;700000;200000,0;5;3;5;3;35,6144672392986;11,51074736936775
3301;Vallenar;198917;450000,0;499083,0;200000;500000;197917,0;4;2;4;2;39,5619017676238;10,67932873682841
3302;Alto del Carmen;200000;380000,0;400000,0;200000;400000;200000,0;3;2;3;2;47,6048163548164;8,84250703093612
3303;Freirina;193917;410000,0;500000,0;198000;600000;193917,0;4;2;4;2;41,3819979455573;9,51951814577615
3304;Huasco;197917;410000,0;450000,0;320000;580000;197917,0;4;2;4;2;40,3606999825875;10,68675595238095
4101;La Serena;209778;550000,0;599583,0;280000;600000;200000,0;5;3;5;3;36,9964695634155;12,19316394895596
4102;Coquimbo;200000;500000,0;500000,0;193197;500000;193917,0;4;2;5;3;41,1424178953175;11,50238317111124
4103;Andacollo;61318;420000,0;450000,0;145000;450000;44154,0;3;2;3;2;34,0671742808799;10,36408335284477
4104;La Higuera;238089;400000,0;450000,0;193000;400000;238089,0;4;2;5;3;45,3619809016211;8,59908577574617
4105;Paiguano;203917;400000,0;450000,0;175000;400000;203917,0;3;2;3;2;39,0786277434477;10,38640087383943
4106;Vicuña;203935;400000,0;443333,0;180000;460000;203935,0;4;2;5;3;41,1529509009754;10,98385200282198
4201;Illapel;204171;500000,0;500000,0;220000;550000;197917,0;4;2;4;2;42,9552926903245;10,08159385852678
4202;Canela;199778;400000,0;400000,0;330000;400000;199778,0;3;2;4;2;47,2849800713237;9,11619634811477
4203;Los Vilos;204167;400000,0;426667,0;193000;480000;200000,0;4;2;5;3;39,5083298625573;10,62618450033294
4204;Salamanca;199778;500000,0;480000,0;390000;600000;199778,0;4;2;5;3;41,2382029298589;10,28565060582729
4301;Ovalle;193917;400000,0;405000,0;193000;400000;160000,0;4;2;4;2;35,6305016266561;10,83362083298695
4302;Combarbalá;196426;400000,0;400000,0;350000;400000;193935,0;3;2;4;2;50,0423570090765;8,97321714102974
4303;Monte Patria;193917;380000,0;380000,0;210000;400000;193917,0;3;2;4;2;44,2418026513180;8,66712657032895
4304;Punitaqui;140000;441485,0;430000,0;295000;600000;96958,0;3;2;3;2;37,6913520490481;9,62154076290202
4305;Río Hurtado;204720;400000,0;400000,0;200000;410000;203000,0;4;2;5;3;43,8039260969977;9,23040380047506
5101;Valparaíso;224750;400000,0;441333,0;209000;460000;209778,0;5;3;5;3;40,3360456803131;12,09765540322121
5102;Casablanca;200000;400000,0;400000,0;280000;400000;199778,0;4;2;5;3;38,9936384225953;10,95015337423313
5103;Concón;389778;550000,0;600000,0;600000;550000;360000,0;6;3;7;4;42,2911162308977;13,42707120805709
5105;Puchuncaví;230000;410000,0;445150,0;200000;500000;200000,0;5;3;5;3;41,6223483573043;11,18566145092461
5107;Quintero;233393;410000,0;448333,0;500000;500000;225325,0;5;3;5;3;39,1615060097111;11,58409584622474
5109;Viña del Mar;250000;500000,0;500000,0;300000;500000;224861,0;5;3;6;3;40,6517634073603;12,53455104410250
5301;Los Andes;217834;420000,0;477917,0;300000;450000;208667,0;5;3;5;3;36,6128313103790;11,92105074797795
5302;Calle Larga;150000;400000,0;416667,0;185000;420000;76178,0;3;2;3;2;32,6488793403786;10,98421947074533
5303;Rinconada;193917;500000,0;500000,0;220000;500000;193917,0;3;2;4;2;37,8040938166311;10,68517902671544
5304;San Esteban;200000;400000,0;400000,0;192000;400000;200000,0;4;2;5;3;42,1559129700835;10,48543309288151
