ytotcor;yoprcor;ytrabajocor;y2803;y0101;ytot;dau;qaut;dautr;qautr;edad;esc;nivel;cut_comuna;comuna;region
250000,0000;500000,0000;500000,0000;300000,0;500000;224861,0000;5,0000;3,000;6;3;40,6517634073610;12,53455104410215;comuna;5109;Viña del Mar;NA
217834,0000;420000,0000;477917,0000;300000,0;450000;208667,0000;5,0000;3,000;5;3;36,6128313103794;11,92105074797774;comuna;5301;Los Andes;NA
150000,0000;400000,0000;416667,0000;185000,0;420000;76178,0000;3,0000;2,000;3;2;32,6488793403786;10,98421947074535;comuna;5302;Calle Larga;NA
193917,0000;500000,0000;500000,0000;220000,0;500000;193917,0000;3,0000;2,000;4;2;37,8040938166313;10,68517902671537;comuna;5303;Rinconada;NA
200000,0000;400000,0000;400000,0000;192000,0;400000;200000,0000;4,0000;2,000;5;3;42,1559129700834;10,48543309288166;comuna;5304;San Esteban;NA
193917,0000;400000,0000;400833,0000;280000,0;450000;193000,0000;4,0000;2,000;4;2;38,1206015667978;10,71414518984879;comuna;5401;La Ligua;NA
200000,0000;400000,0000;400000,0000;193000,0;400000;193917,0000;3,0000;2,000;3;2;39,0366388661239;10,25036505232427;comuna;5402;Cabildo;NA
218861,0000;450000,0000;450000,0000;213000,0;450000;218861,0000;4,0000;2,000;4;2;42,2370078740158;9,94427304280756;comuna;5403;Papudo;NA
203917,0000;400000,0000;400000,0000;220000,0;500000;200000,0000;4,0000;2,000;4;2;41,2814856711915;10,35182285842095;comuna;5404;Petorca;NA
320254,0000;450000,0000;450000,0000;200000,0;450000;250000,0000;6,0000;3,000;6;3;39,8633268482490;11,11956847467785;comuna;5405;Zapallar;NA
212019,0000;400000,0000;404167,0000;193000,0;400000;208667,0000;4,0000;2,000;4;2;38,9045350131900;11,51032170571828;comuna;5501;Quillota;NA
197393,0000;410000,0000;414167,0000;185000,0;410000;193917,0000;4,0000;2,000;4;2;37,0873104371095;11,03088172653705;comuna;5502;Calera;NA
180000,0000;400000,0000;416667,0000;170000,0;440000;180000,0000;3,0000;2,000;3;2;36,2648321522781;10,77113062568606;comuna;5503;Hijuelas;NA
201917,0000;430000,0000;430000,0000;350000,0;480000;193935,0000;5,0000;3,000;6;3;41,3025675324193;12,30996175560013;comuna;5504;La Cruz;NA
200000,0000;400000,0000;404000,0000;310000,0;420000;150000,0000;4,0000;2,000;4;2;42,1322065489050;10,36415658074637;comuna;5506;Nogales;NA
211096,0000;400000,0000;430000,0000;200000,0;400000;203935,0000;4,0000;2,000;4;2;41,6084350268060;10,99902105945825;comuna;5601;San Antonio;NA
220000,0000;400000,0000;442477,0000;350000,0;400000;209796,0000;4,0000;2,000;4;2;42,5652533214673;11,66757613745299;comuna;5602;Algarrobo;NA
238179,0000;400000,0000;400000,0000;250000,0;400000;238179,0000;3,0000;2,000;3;2;44,3191296121102;10,72538002526241;comuna;5603;Cartagena;NA
233917,0000;450000,0000;450000,0000;193000,0;450000;233917,0000;3,0000;2,000;4;2;44,8658569647025;11,62282615470908;comuna;5604;El Quisco;NA
280000,0000;400000,0000;400000,0000;200000,0;430000;280000,0000;4,0000;2,000;5;3;44,7704609595487;11,61604538087519;comuna;5605;El Tabo;NA
300000,0000;500000,0000;500000,0000;180000,0;500000;300000,0000;6,0000;3,000;6;3;42,2435969944251;11,56012570477865;comuna;5606;Santo Domingo;NA
215489,0000;450000,0000;458900,0000;230000,0;465000;209393,0000;4,0000;2,000;5;3;37,8170962540598;11,53706042002293;comuna;5701;San Felipe;NA
193935,0000;420000,0000;404167,0000;250000,0;420000;180000,0000;3,0000;2,000;3;2;40,1845360824746;9,11893316793292;comuna;5702;Catemu;NA
199778,0000;400000,0000;400000,0000;270000,0;450000;199778,0000;4,0000;2,000;4;2;41,1310990271145;10,31028591979861;comuna;5703;Llaillay;NA
250000,0000;400000,0000;404167,0000;250000,0;400000;246750,0000;5,0000;3,000;5;3;42,1531914893617;9,65047534165188;comuna;5704;Panquehue;NA
200000,0000;400000,0000;400000,0000;337000,0;400000;185498,0000;4,0000;2,000;5;3;41,1790727587944;11,08700784667742;comuna;5705;Putaendo;NA
203000,0000;420000,0000;420000,0000;280000,0;420000;199618,0000;3,0000;2,000;3;2;37,9771288665954;10,25678379892742;comuna;5706;Santa María;NA
217833,0000;500000,0000;505000,0000;350000,0;520000;200000,0000;5,0000;3,000;6;3;39,8131873911567;12,85467964624269;comuna;5801;Quilpué;NA
213778,0000;400000,0000;415000,0000;280000,0;400000;194393,0000;4,0000;2,000;5;3;41,1325227963520;11,14587864158874;comuna;5802;Limache;NA
208310,0000;400000,0000;412500,0000;700000,0;408000;199778,0000;4,0000;2,000;4;2;41,3323942244807;10,40607473690838;comuna;5803;Olmué;NA
200000,0000;474275,0000;500000,0000;300000,0;500000;200000,0000;5,0000;3,000;5;3;39,7487145371630;12,44723877128492;comuna;5804;Villa Alemana;NA
234667,0000;450000,0000;500000,0000;250000,0;500000;210581,0000;5,0000;3,000;5;3;37,0638516916797;11,89724596740783;comuna;6101;Rancagua;NA
209778,0000;420000,0000;450000,0000;210000,0;450000;207750,0000;4,0000;2,000;4;2;40,5411324416110;10,27457431932217;comuna;6102;Codegua;NA
190000,0000;430000,0000;450000,0000;250000,0;430000;154357,0000;4,0000;2,000;4;2;40,3543237807949;10,24798785117694;comuna;6103;Coinco;NA
200000,0000;450000,0000;450000,0000;200000,0;450000;199861,0000;4,0000;2,000;5;3;40,3131155801916;9,72972972972973;comuna;6104;Coltauco;NA
193917,0000;450000,0000;450000,0000;203000,0;500000;193917,0000;4,0000;2,000;5;3;38,9548265200958;10,53022702590881;comuna;6105;Doñihue;NA
243917,0000;450000,0000;480000,0000;177000,0;500000;243917,0000;5,0000;3,000;5;3;37,2286786626909;11,17172870518380;comuna;6106;Graneros;NA
215235,0000;420000,0000;450000,0000;255000,0;420000;209778,0000;5,0000;3,000;5;3;42,5246956458160;9,94703251856036;comuna;6107;Las Cabras;NA
203917,0000;700000,0000;700000,0000;310000,0;750000;200000,0000;6,0000;3,000;7;4;35,8943722393469;12,82928014579340;comuna;6108;Machalí;NA
238089,0000;400000,0000;465000,0000;450000,0;400000;236069,0000;5,0000;3,000;6;3;42,0254558204772;9,55240578734861;comuna;6109;Malloa;NA
206092,0000;400000,0000;426166,0000;200000,0;409000;205976,5000;5,0000;3,000;5;3;39,8704703708965;10,05806312148732;comuna;6110;Mostazal;NA
214528,0000;500000,0000;500000,0000;170000,0;500000;214528,0000;4,0000;2,000;5;3;38,9711596638651;10,66135757171445;comuna;6111;Olivar;NA
193917,0000;500000,0000;535167,0000;180000,0;500000;168750,0000;4,0000;2,000;5;3;37,1681557540999;10,68871374014792;comuna;6112;Peumo;NA
203917,0000;420000,0000;450000,0000;250000,0;420000;200000,0000;4,0000;2,000;4;2;45,1574453877714;9,17578534754052;comuna;6113;Pichidegua;NA
203917,0000;400000,0000;480000,0000;193000,0;420000;203917,0000;3,0000;2,000;4;2;45,1998867497169;10,62113232389732;comuna;6114;Quinta de Tilcoco;NA
274565,0000;430000,0000;500000,0000;193000,0;450000;224014,0000;5,0000;3,000;6;3;39,8537769922389;10,54797694289467;comuna;6115;Rengo;NA
211096,0000;430000,0000;480000,0000;280000,0;450000;211096,0000;4,0000;2,000;5;3;38,0587142445306;10,07770270270284;comuna;6116;Requínoa;NA
193917,0000;450000,0000;450000,0000;200000,0;450000;193917,0000;4,0000;2,000;4;2;43,9936705185529;9,77270329166150;comuna;6117;San Vicente;NA
209778,0000;500000,0000;500000,0000;380000,0;500000;209778,0000;5,0000;3,000;5;3;46,7324920110492;10,57169564404565;comuna;6201;Pichilemu;NA
229590,0000;498000,0000;500000,0000;290000,0;500000;229590,0000;5,0000;3,000;5;3;43,7844772289931;10,68571428571427;comuna;6202;La Estrella;NA
209778,0000;550000,0000;550000,0000;170000,0;500000;200000,0000;4,0000;2,000;4;2;45,8809005083516;9,56026380873865;comuna;6203;Litueche;NA
240000,0000;450000,0000;486667,0000;193000,0;450000;217735,0000;4,0000;2,000;5;3;42,0266753415745;10,34624922504654;comuna;6204;Marchihue;NA
60000,0000;420000,0000;420000,0000;NA;400000;44154,0000;2,0000;1,000;3;2;41,6960965223560;9,01271696167726;comuna;6205;Navidad;NA
224974,0000;400000,0000;400000,0000;NA;400000;224974,0000;2,0000;1,000;2;1;47,7770720863764;7,87403029183604;comuna;6206;Paredones;NA
219778,0000;460000,0000;500000,0000;220000,0;500000;217171,0000;4,0000;2,000;5;3;40,1633225673696;11,33540894797476;comuna;6301;San Fernando;NA
207534,0000;430000,0000;453333,0000;197000,0;430000;203935,0000;4,0000;2,000;4;2;43,2342000497639;9,52765927189976;comuna;6302;Chépica;NA
214171,0000;400000,0000;408585,0000;222852,0;420000;209861,0000;4,0000;2,000;4;2;42,0953142198226;9,40124053236917;comuna;6303;Chimbarongo;NA
209778,0000;400000,0000;420000,0000;255000,0;400000;209778,0000;4,0000;2,000;4;2;45,4807718256644;9,21817038667085;comuna;6304;Lolol;NA
228167,0000;400000,0000;400000,0000;270000,0;400000;228167,0000;4,0000;2,000;5;3;39,2669982565888;9,80308546744830;comuna;6305;Nancagua;NA
218667,0000;400000,0000;400000,0000;267000,0;400000;218667,0000;4,0000;2,000;4;2;45,6459770114949;9,26645984143400;comuna;6306;Palmilla;NA
216417,0000;500000,0000;500000,0000;216000,0;500000;213917,0000;4,0000;2,000;4;2;44,3102676721635;8,74254876720462;comuna;6307;Peralillo;NA
218667,0000;420000,0000;421667,0000;166000,0;420000;218667,0000;3,0000;2,000;4;2;43,8638579010070;8,48931355292939;comuna;6308;Placilla;NA
193917,0000;400000,0000;400000,0000;175000,0;410000;193917,0000;3,0000;2,000;3;2;45,0627840909090;8,49266759776535;comuna;6309;Pumanque;NA
226917,0000;400000,0000;400000,0000;209000,0;420000;223060,0000;4,0000;2,000;4;2;44,6166678565465;10,03859272707266;comuna;6310;Santa Cruz;NA
220000,0000;450000,0000;480000,0000;200000,0;480000;209778,0000;5,0000;3,000;6;3;37,8377124163926;12,15690396803106;comuna;7101;Talca;NA
198328,0000;400000,0000;430000,0000;193000,0;450000;198000,0000;4,0000;2,000;5;3;39,3163810503817;10,20223693220713;comuna;7102;Constitución;NA
209778,0000;330000,0000;330000,0000;300000,0;385000;209778,0000;3,0000;2,000;3;2;47,8784046692610;7,94268749193242;comuna;7103;Curepto;NA
193000,0000;400000,0000;400000,0000;193000,0;400000;193000,0000;3,0000;2,000;4;2;37,1986154213416;9,21096296296297;comuna;7104;Empedrado;NA
193935,0000;450000,0000;500000,0000;193000,0;500000;181380,0000;4,0000;2,000;5;3;34,4136811293712;11,65529198518402;comuna;7105;Maule;NA
199778,0000;400000,0000;400000,0000;220000,0;400000;193935,0000;4,0000;2,000;4;2;39,4025820333512;9,35961538461536;comuna;7106;Pelarco;NA
211861,0000;385000,0000;385000,0000;250000,0;400000;208861,0000;3,0000;2,000;3;2;46,5164057971014;8,30249396621071;comuna;7107;Pencahue;NA
208667,0000;400000,0000;438333,5000;200000,0;400000;206935,0000;4,0000;2,000;6;3;42,1494859126718;9,53900709219860;comuna;7108;Río Claro;NA
184373,0000;400000,0000;400000,0000;193000,0;400000;184373,0000;3,0000;2,000;4;2;38,5616866655399;9,24002788320041;comuna;7109;San Clemente;NA
204861,0000;400000,0000;420000,0000;193000,0;400000;198861,0000;3,0000;2,000;4;2;39,8084815321476;9,19949335022171;comuna;7110;San Rafael;NA
193935,0000;400000,0000;400000,0000;193000,0;400000;193935,0000;3,0000;2,000;4;2;42,0835513259974;9,44239991378842;comuna;7201;Cauquenes;NA
150000,0000;400000,0000;400000,0000;193000,0;400000;150000,0000;3,0000;2,000;4;2;42,0410206718346;8,86988193921131;comuna;7202;Chanco;NA
195000,0000;380000,0000;380000,0000;193000,0;400000;193935,0000;3,0000;2,000;4;2;42,4939193257071;9,83383426363244;comuna;7203;Pelluhue;NA
200000,0000;400000,0000;448000,0000;193000,0;410000;193917,0000;4,0000;2,000;5;3;38,2896109986517;11,01832782102564;comuna;7301;Curicó;NA
209778,0000;400000,0000;400000,0000;200000,0;400000;203935,0000;4,0000;2,000;5;3;39,9625464502253;9,90602352382080;comuna;7302;Hualañé;NA
230058,0000;400000,0000;441667,0000;193000,0;400000;199796,0000;5,0000;3,000;6;3;45,9316654753394;9,84934678352905;comuna;7303;Licantén;NA
200000,0000;400000,0000;410000,0000;170000,0;400000;199778,0000;4,0000;2,000;5;3;39,1939989451272;9,92667536472530;comuna;7304;Molina;NA
199889,0000;400000,0000;410000,0000;158000,0;400000;199778,0000;3,0000;2,000;4;2;41,3168916580132;9,17236788201564;comuna;7305;Rauco;NA
228000,0000;450000,0000;450000,0000;228000,0;450000;208861,0000;5,0000;3,000;6;3;36,3618211342994;10,09415195931799;comuna;7306;Romeral;NA
220581,0000;400000,0000;410833,0000;180000,0;400000;214528,0000;4,0000;2,000;5;3;41,9506336200323;8,91343229103286;comuna;7307;Sagrada Familia;NA
203945,0000;400000,0000;403333,0000;193000,0;400000;203917,0000;3,0000;2,000;4;2;42,6508274306775;8,65617813889319;comuna;7308;Teno;NA
214528,0000;400000,0000;375000,0000;170000,0;450000;193917,0000;3,0000;2,000;4;2;44,9138645785353;9,03379667484328;comuna;7309;Vichuquén;NA
210000,0000;420000,0000;450000,0000;210000,0;430000;208667,0000;4,0000;2,000;5;3;40,5211240234752;11,02659806195599;comuna;7401;Linares;NA
183000,0000;400000,0000;400000,0000;176096,0;400000;181957,0000;3,0000;2,000;4;2;39,9609547282402;9,12897553912190;comuna;7402;Colbún;NA
200000,0000;400000,0000;400000,0000;200000,0;400000;200000,0000;4,0000;2,000;5;3;43,7015091056368;9,68858167275743;comuna;7403;Longaví;NA
193917,0000;410000,0000;410000,0000;185000,0;420000;193917,0000;3,0000;2,000;4;2;40,7923109252972;10,53236110736710;comuna;7404;Parral;NA
193935,0000;400000,0000;400000,0000;184000,0;400000;193935,0000;3,0000;2,000;4;2;45,1546759215829;8,22149695387303;comuna;7405;Retiro;NA
201667,0000;400000,0000;410000,0000;200000,0;410000;193935,0000;4,0000;2,000;5;3;40,3668651889250;9,95426478529332;comuna;7406;San Javier;NA
209628,0000;400000,0000;400000,0000;193197,0;400000;200000,0000;4,0000;2,000;5;3;42,2699293642787;9,29459043891529;comuna;7407;Villa Alegre;NA
193000,0000;400000,0000;400000,0000;213605,0;400000;193000,0000;3,0000;2,000;4;2;38,3623780581239;9,34841224202927;comuna;7408;Yerbas Buenas;NA
276386,0000;500000,0000;558333,0000;360000,0;540000;258861,0000;5,0000;3,000;6;3;39,4464981073668;13,27733946803121;comuna;8101;Concepción;NA
113892,0000;480000,0000;507500,0000;193600,0;500000;100000,0000;4,0000;2,000;5;3;33,7130685818904;11,53297623033128;comuna;8102;Coronel;NA
204171,0000;500000,0000;506667,0000;290000,0;550000;204171,0000;5,0000;3,000;6;3;38,3857934464854;12,58037836168591;comuna;8103;Chiguayante;NA
150000,0000;400000,0000;400000,0000;NA;410000;150000,0000;3,0000;2,000;3;2;41,4851776991748;8,90584415584418;comuna;8104;Florida;NA
193917,0000;400000,0000;400000,0000;190000,0;440000;190000,0000;3,0000;2,000;3;2;41,9972506779143;9,73542786275326;comuna;8105;Hualqui;NA
200000,0000;400000,0000;400000,0000;300000,0;400000;200000,0000;3,0000;2,000;4;2;42,6033143107985;10,12331470754088;comuna;8106;Lota;NA
219113,0000;400000,0000;404167,0000;193000,0;400000;208975,0000;4,0000;2,000;5;3;44,2658680243572;11,27148500298575;comuna;8107;Penco;NA
205833,0000;600000,0000;600000,0000;350000,0;650000;204171,0000;5,0000;3,000;6;3;35,9257832188242;12,92261849880556;comuna;8108;San Pedro de la Paz;NA
150000,0000;400000,0000;370000,0000;300000,0;420000;150000,0000;3,0000;2,000;4;2;37,0175686591274;10,54873407248071;comuna;8109;Santa Juana;NA
209254,0000;500000,0000;500000,0000;320000,0;500000;200000,0000;5,0000;3,000;5;3;41,2880844740918;11,95906734224924;comuna;8110;Talcahuano;NA
199778,0000;400000,0000;410000,0000;250000,0;410000;199778,0000;4,0000;2,000;4;2;41,0785217833524;10,99123101451709;comuna;8111;Tomé;NA
230563,0000;500000,0000;504167,0000;278000,0;500000;222171,0000;5,0000;3,000;6;3;40,6891521401087;12,06515398264515;comuna;8112;Hualpén;NA
193917,0000;360000,0000;362500,0000;400000,0;400000;193000,0000;3,0000;2,000;4;2;37,4638290031324;10,46293687224474;comuna;8201;Lebu;NA
193935,0000;400000,0000;450000,0000;400000,0;480000;193935,0000;3,0000;2,000;4;2;38,4615107543483;10,57204839118333;comuna;8202;Arauco;NA
137269,0000;350000,0000;340000,0000;185000,0;400000;137269,0000;2,0000;1,000;3;2;39,9217237403125;9,32667608317186;comuna;8203;Cañete;NA
199778,0000;360000,0000;350000,0000;230000,0;400000;199778,0000;3,0000;2,000;4;2;43,5999370970279;9,56482546988875;comuna;8204;Contulmo;NA
193917,0000;400000,0000;400000,0000;200000,0;400000;193917,0000;4,0000;2,000;4;2;41,7875556079308;9,46566825816661;comuna;8205;Curanilahue;NA
193917,0000;400000,0000;413334,0000;190000,0;400000;161196,0000;4,0000;2,000;4;2;39,4943219187093;9,95087945087948;comuna;8206;Los Alamos;NA
106000,0000;400000,0000;377667,0000;180000,0;400000;106000,0000;2,0000;1,000;3;2;39,8698753837820;9,52105923981277;comuna;8207;Tirúa;NA
198083,0000;445000,0000;450000,0000;195000,0;450000;193917,0000;4,0000;2,000;5;3;38,0212263406759;11,02405262291617;comuna;8301;Los Angeles;NA
193935,0000;460000,0000;450000,0000;140000,0;500000;193935,0000;3,0000;2,000;3;2;44,9557563122539;9,65115020297699;comuna;8302;Antuco;NA
193917,0000;420000,0000;450000,0000;400000,0;450000;153732,0000;3,0000;2,000;4;2;40,1758358908083;9,82597065418347;comuna;8303;Cabrero;NA
203935,0000;416000,0000;510000,0000;300000,0;500000;200000,0000;4,0000;2,000;4;2;45,0454070326544;9,61854557936532;comuna;8304;Laja;NA
177673,0000;400000,0000;400000,0000;320000,0;400000;150000,0000;3,0000;2,000;3;2;37,0965098341686;9,76417922540931;comuna;8305;Mulchén;NA
167221,0000;420000,0000;410000,0000;200000,0;475000;110914,0000;3,0000;2,000;4;2;38,8421127816865;10,42919913027727;comuna;8306;Nacimiento;NA
200611,0000;400000,0000;400000,0000;200000,0;410000;199778,0000;3,0000;2,000;4;2;47,0995535290207;8,55144728502007;comuna;8307;Negrete;NA
194016,0000;400000,0000;400000,0000;200000,0;400000;194016,0000;3,0000;2,000;3;2;40,2281750777325;9,16714947856316;comuna;8308;Quilaco;NA
190000,0000;400000,0000;400000,0000;140000,0;408000;186521,0000;3,0000;2,000;3;2;42,5090454772612;9,85846438482881;comuna;8309;Quilleco;NA
203861,0000;350000,0000;350000,0000;NA;490000;203861,0000;3,0000;2,000;4;2;46,6855222626715;9,62360876897137;comuna;8310;San Rosendo;NA
193000,0000;407000,0000;409500,0000;221000,0;407000;193000,0000;2,0000;1,000;3;2;41,6027023338343;9,37801860226979;comuna;8311;Santa Bárbara;NA
199778,0000;400000,0000;403333,0000;180000,0;450000;197997,0000;4,0000;2,000;5;3;42,9088304245896;10,43905183407090;comuna;8312;Tucapel;NA
204768,0000;400000,0000;412500,0000;320000,0;450000;203917,0000;4,0000;2,000;4;2;42,0540979172301;9,81446523919963;comuna;8313;Yumbel;NA
76193,0000;400000,0000;320000,0000;200000,0;400000;76193,0000;2,0000;1,000;3;2;34,2420664206642;8,76116201988692;comuna;8314;Alto Biobío;NA
202118,0000;450000,0000;500000,0000;250000,0;500000;199778,0000;4,0000;2,000;6;3;38,1817252171393;12,24671381971997;comuna;9101;Temuco;NA
193917,0000;300000,0000;250000,0000;190000,0;370000;173261,0000;2,0000;1,000;3;2;46,3436679339948;8,91022314478461;comuna;9102;Carahue;NA
154736,0000;400000,0000;400000,0000;193000,0;410000;76103,0000;3,0000;2,000;4;2;38,3658901001599;10,41751234229298;comuna;9103;Cunco;NA
195000,0000;384000,0000;350000,0000;184000,0;400000;194000,0000;3,0000;2,000;4;2;39,5165199642810;8,99241603466957;comuna;9104;Curarrehue;NA
150000,0000;400000,0000;400000,0000;290000,0;400000;129032,0000;2,0000;1,000;4;2;40,8485716528020;9,58775373420146;comuna;9105;Freire;NA
127826,0000;350000,0000;330000,0000;250000,0;400000;127826,0000;3,0000;2,000;4;2;38,9276582228217;8,55746176105831;comuna;9106;Galvarino;NA
193935,0000;387273,0000;365000,0000;230000,0;450000;150000,0000;3,0000;2,000;5;3;42,4735586481116;10,44717710750197;comuna;9107;Gorbea;NA
199778,0000;400000,0000;410000,0000;305000,0;400000;199778,0000;3,0000;2,000;5;3;37,9744090689817;10,45805138032189;comuna;9108;Lautaro;NA
193935,0000;500000,0000;500000,0000;193917,0;500000;166333,0000;3,0000;2,000;5;3;42,1256660746004;10,59970894751659;comuna;9109;Loncoche;NA
180652,0000;400000,0000;365250,0000;240000,0;450000;154000,0000;2,0000;1,000;4;2;42,9403269322328;10,13273832130646;comuna;9110;Melipeuco;NA
154393,0000;375218,0000;350000,0000;193000,0;400000;100000,0000;3,0000;2,000;4;2;38,9557548140535;10,41189346953667;comuna;9111;Nueva Imperial;NA
150611,0000;400000,0000;404050,0000;202000,0;450000;127221,0000;3,0000;2,000;5;3;39,5327431525169;10,65778022743087;comuna;9112;Padre Las Casas;NA
150000,0000;340000,0000;380000,0000;193000,0;400000;150000,0000;2,0000;1,000;3;2;40,4122589531678;9,40081314585802;comuna;9113;Perquenco;NA
180000,0000;400000,0000;400000,0000;193000,0;400000;148075,0000;3,0000;2,000;5;3;39,0825035023279;10,38933158338794;comuna;9114;Pitrufquén;NA
204500,0000;450000,0000;500000,0000;170000,0;500000;203935,0000;4,0000;2,000;6;3;39,9603781042088;11,43228714386142;comuna;9115;Pucón;NA
127736,0000;360000,0000;200000,0000;170000,0;360000;100000,0000;2,0000;1,000;3;2;42,9878854625550;7,88612997090210;comuna;9116;Saavedra;NA
120000,0000;343000,0000;200000,0000;170000,0;400000;70914,0000;2,0000;1,000;2;1;42,2625903843708;8,74546912590219;comuna;9117;Teodoro Schmidt;NA
140000,0000;380000,0000;300000,0000;220000,0;380000;100000,0000;1,0000;1,000;2;1;43,0532852564103;9,16496558272014;comuna;9118;Toltén;NA
193917,0000;400000,0000;400000,0000;250000,0;400000;193917,0000;3,0000;2,000;5;3;39,5708605954360;9,87306394724745;comuna;9119;Vilcún;NA
192000,0000;430000,0000;460470,0000;193000,0;450000;180000,0000;4,0000;2,000;5;3;35,2229599307787;11,24206392024012;comuna;9120;Villarrica;NA
60000,0000;303552,0000;233333,0000;193000,0;400000;56521,0000;2,0000;1,000;3;2;37,8241907191833;8,95232959447796;comuna;9121;Cholchol;NA
198861,0000;450000,0000;460000,0000;193000,0;450000;191398,0000;4,0000;2,000;6;3;40,1475398242600;11,09719259322475;comuna;9201;Angol;NA
188000,0000;400000,0000;401667,0000;225870,0;400000;184000,0000;4,0000;2,000;6;3;39,0212717638151;9,48815120406790;comuna;9202;Collipulli;NA
199778,0000;430000,0000;450000,0000;325000,0;450000;130000,0000;4,0000;2,000;6;3;42,2578768251176;9,98304864584012;comuna;9203;Curacautín;NA
111667,0000;400000,0000;230000,0000;180000,0;400000;111667,0000;2,0000;1,000;3;2;40,9276807980044;8,82813174169427;comuna;9204;Ercilla;NA
199778,0000;360000,0000;350000,0000;210000,0;400000;199778,0000;2,0000;1,000;4;2;40,1250338051018;9,02760600706706;comuna;9205;Lonquimay;NA
107826,0000;400000,0000;401667,0000;193917,0;400000;101028,0000;3,0000;2,000;4;2;38,9994663820703;9,09552481692431;comuna;9206;Los Sauces;NA
193917,0000;400000,0000;400000,0000;193000,0;400000;178846,0000;3,0000;2,000;4;2;44,3574942274872;7,94974874371863;comuna;9207;Lumaco;NA
193935,0000;400000,0000;400000,0000;185000,0;400000;193935,0000;3,0000;2,000;5;3;42,0806557917285;9,32721922511035;comuna;9208;Purén;NA
135736,0000;400000,0000;425000,0000;163000,0;400000;134861,0000;3,0000;2,000;5;3;37,4770046630701;9,36907020872867;comuna;9209;Renaico;NA
174750,0000;400000,0000;400000,0000;195000,0;400000;150000,0000;3,0000;2,000;4;2;41,8899605890894;10,06737544813941;comuna;9210;Traiguén;NA
150000,0000;400000,0000;400000,0000;300000,0;400000;124393,0000;2,0000;1,000;4;2;41,8806835778033;10,32906473847813;comuna;9211;Victoria;NA
193935,0000;500000,0000;500000,0000;205000,0;550000;193917,0000;5,0000;3,000;5;3;33,1762032440997;11,93508918142076;region;NA;NA;1
211408,0000;600000,0000;600000,0000;250000,0;650000;193935,0000;6,0000;3,000;5;3;35,0154827329610;12,11732344568831;region;NA;NA;2
200000,0000;500000,0000;550000,0000;220000,0;600000;200000,0000;5,0000;3,000;5;3;35,7983722267068;11,55165480050064;region;NA;NA;3
200000,0000;490000,0000;500000,0000;200000,0;500000;193935,0000;4,0000;2,000;5;3;37,8517672038098;11,46906345172605;region;NA;NA;4
215861,0000;450000,0000;474124,0000;275000,0;480000;203917,0000;5,0000;3,000;5;3;38,5681287497980;11,99594528100104;region;NA;NA;5
219528,0000;450000,0000;500000,0000;220000,0;490000;209778,0000;5,0000;3,000;5;3;38,4757344149423;11,00986489878598;region;NA;NA;6
202250,0000;400000,0000;435000,0000;193000,0;420000;200000,0000;4,0000;2,000;5;3;38,1630868120400;10,75658336592445;region;NA;NA;7
200000,0000;470000,0000;500000,0000;280000,0;500000;199778,0000;4,0000;2,000;5;3;37,7566242676215;11,68662340828146;region;NA;NA;8
193917,0000;400000,0000;430000,0000;200000,0;450000;173261,0000;3,0000;2,000;5;3;37,9567739727138;11,00674262563328;region;NA;NA;9
208333,0000;450000,0000;484167,0000;200000,0;500000;200000,0000;5,0000;3,000;5;3;38,3972199337596;10,76071573001905;region;NA;NA;10
261000,0000;500000,0000;590000,0000;220000,0;550000;250000,0000;6,0000;3,000;5;3;35,4935460290732;11,31081288253112;region;NA;NA;11
337132,0000;600000,0000;604167,0000;260000,0;630000;300000,0000;6,0000;3,000;5;3;37,7392384288315;12,00184289967882;region;NA;NA;12
300000,0000;520000,0000;600000,0000;250000,0;600000;280861,0000;6,0000;3,000;5;3;36,4671424343763;12,69362390467652;region;NA;NA;13
209778,0000;448643,0000;454167,0000;250000,0;480000;209778,0000;4,0000;2,000;5;3;37,9590074591762;11,13455193747720;region;NA;NA;14
200861,0000;450000,0000;500000,0000;230000,0;500000;198310,0000;5,0000;3,000;5;3;35,8552119662085;12,16326030125115;region;NA;NA;15
199778,0000;400000,0000;420000,0000;220000,0;420000;193935,0000;4,0000;2,000;5;3;39,7750623094773;10,68111232847141;region;NA;NA;16
