ytotcor;yoprcor;ytrabajocor;y2803;y0101;ytot;dau;qaut;dautr;qautr;edad;esc
222111,3125;476790,1875;508851,5625;229562,5;520000;212587,8125;4,8125;2,625;5;3;37,1530376366009;11,5171756526914
